marker_id,int_x,slope_tx_x,slope_ty_x,slope_tz_x,R2_x,int_y,slope_tx_y,slope_ty_y,slope_tz_y,R2_y,int_z,slope_tx_z,slope_ty_z,slope_tz_z,R2_z
2,-0.05440189177505982,1.0060050192668597,-0.025144770415400364,0.28620287269526345,0.9998090807986919,-0.014683565090387932,0.011099582770108744,0.9893300957965576,0.07319935095412229,0.9997271180846626,0.08096433901394134,-0.00914982348385368,0.0201260463137774,0.5821820267948223,0.6948673977620595
4,0.010304615914595559,1.0032677034028006,-0.011917881380255766,-0.04604645758793524,0.9997821532936337,-0.017867743911086253,0.0044717945218571,0.9899358742222754,0.08718277199330204,0.9997623316382203,0.02520451994268232,0.008502261146730694,0.0009363681105127274,0.8738872863578826,0.9630824974325211
8,-0.002135527587055075,1.0033971924055458,-0.01874244628764642,0.013316876550502066,0.9995876459371471,0.010126825603541178,0.009341630803387437,1.001691992724279,-0.046483446333435784,0.9997655012638598,0.05128456232869496,0.0018969332562662755,0.05040318861628301,0.7788930329120121,0.988576537370146
9,-0.026759503502305024,1.001340629396957,-0.03949875296344309,0.12617767453693196,0.9998264253702912,0.011922192812099159,0.007999867073653175,1.0063363983088351,-0.05584022074650398,0.9997132006340211,0.030941488479723302,-0.0005815004908027444,0.03301595830880707,0.8606913583497317,0.9906997762627119
10,0.11243176825670367,1.0230801626211128,0.1110967100281379,-0.4688693762707664,0.9950179956102709,-0.057452307685497465,-0.007532052587175708,0.9511007322769071,0.24906635897623952,0.9949370245508956,0.1795814149970527,0.04452353250901511,0.1726703369399881,0.23221027131062238,0.7497390513488107
