method,coef_roll,coef_pitch,coef_yaw,intercept,R2
plain_aruco,-0.9551368823773084,-0.38140628194306964,0.11971715956004736,42.09280045781439,0.9962741675110761
qc,-0.9377955222292851,0.25287354096541614,-0.25254959416220474,115.27146368430249,0.9975513839052883
qc_kalman,-0.937795419581164,0.2528782846018966,-0.2525661624748604,115.27200095648561,0.9975514178944953
aruco_kalman,-0.9551368823773084,-0.38140628194306964,0.11971715956004736,42.09280045781439,0.9962741675110761
