frame,marker_id,tx,ty,tz,pitch,yaw,roll,input_angle,err
31,2,-0.0554528362341011,-0.0734764836838771,0.1902012624302559,-173.90830802197723,2.5890566769230703,158.79398891448184,6.0,3.4109433230769297
32,2,-0.0519482569353705,-0.07450508837052,0.1900349433765634,-173.62105272441875,2.404244349556972,159.88700214151788,6.0,3.595755650443028
33,2,-0.0527758804620736,-0.074830265135623,0.1911671936326477,-174.026488078633,2.331298823995121,159.75856106908395,6.0,3.668701176004879
34,2,-0.0547063291695781,-0.0735122763994975,0.1897387033040621,-173.60006335325124,2.19316612625362,158.9639267047819,6.0,3.80683387374638
35,2,-0.0548025343413052,-0.0736805477782971,0.1901532624423556,-174.05855112216858,2.4083204684155253,158.96417757421213,6.0,3.5916795315844747
36,2,-0.0544570406877522,-0.076788758792412,0.1967931903011739,-177.04264715843124,2.478230296620064,159.56655035293105,6.0,3.521769703379936
37,2,-0.0456257654181155,-0.0780970091437156,0.1937165949299139,-174.85301584211768,3.2790449430853883,161.78446843088395,6.0,2.7209550569146117
38,2,-0.0386484789399367,-0.0800838282284406,0.194007419644428,-174.96220946302134,3.800034843400712,163.99615083267335,6.0,2.199965156599288
39,2,-0.0379773438202973,-0.0806576799070509,0.1949931500983591,-175.67912105351252,3.8405465806344847,164.00275824920593,6.0,2.1594534193655153
40,2,-0.0311213730554863,-0.0826947634321589,0.1959718809583757,-176.44544747559058,4.781897541292372,165.8065739011558,6.0,1.2181024587076283
41,2,-0.0287912129560846,-0.0813267479184629,0.1919804834581465,-174.16059461957025,4.500658431687646,166.46333319619671,6.0,1.4993415683123539
42,2,-0.0284246360933198,-0.0811174158704132,0.191334282124783,-173.4719358987464,4.434972097775075,166.43795664750328,6.0,1.5650279022249247
43,2,-0.0278541644051083,-0.0812433705244325,0.1913536350382483,-173.48662014779487,4.053416522157762,166.97406513534193,7.0,2.946583477842238
44,2,-0.0257289475207909,-0.0844029217735326,0.197671515427421,-176.89447859860766,3.853713969662033,167.8090530068789,7.0,3.146286030337967
45,2,-0.0215231205357169,-0.0834609429050566,0.1940032354043122,-174.78627070053355,3.103517778476786,169.26365957581854,8.0,4.896482221523215
46,2,-0.0176748987889384,-0.0849604901101809,0.1962358428849284,-176.07201463583957,2.699736825464,170.5586978563494,8.0,5.300263174536
47,2,-0.0143880000765351,-0.0830850608409223,0.1908418049018375,-172.72276588657448,2.2975736002064164,171.4893484120806,9.0,6.702426399793584
48,2,-0.0107553938818822,-0.0853891968944126,0.1951618563545466,-175.56270046652315,2.9148768843865795,172.51414987509875,9.0,6.0851231156134205
49,2,-0.0051753962369667,-0.0847333129308076,0.1926395987958409,-174.37408269030357,2.473807762134806,174.42760923122034,10.0,7.526192237865194
50,2,-0.0046124102222778,-0.0843291033436863,0.1915893033719106,-173.58941549483671,2.587689265428097,174.4270258628262,11.0,8.412310734571903
51,2,0.0004553140707964,-0.0842461914537002,0.1907634036482884,-173.17419963550054,1.9338701292668727,176.18570789362786,12.0,10.066129870733127
52,2,0.0004963527742722,-0.0840858773528148,0.1902817792901245,-172.96792836744245,1.8192773309402648,176.26483081606784,13.0,11.180722669059735
53,2,0.0010704809884176,-0.0840489090295873,0.1900880898346751,-172.92067784482273,2.128354491851737,176.26586778835113,14.0,11.871645508148262
54,2,0.0024778368612093,-0.0849576856778756,0.1920579411247249,-173.92286642752617,1.893677436103136,176.6122363358215,15.0,13.106322563896864
55,2,0.0054480031032985,-0.0854934050880219,0.1930733399159142,-174.96040476701867,2.268644111649131,177.6136775867736,16.0,13.731355888350869
56,2,0.0114574861589397,-0.0848284741343009,0.1913114832758512,-174.2446654896772,2.0331063872092927,179.3683252334337,17.0,14.966893612790708
57,2,0.0137318256818296,-0.0850935124494135,0.1920034784170829,-174.61043350352622,1.9810723778825,179.9124826915527,18.0,16.0189276221175
58,2,0.0188292007541432,-0.0867894092613923,0.1960788164420045,-177.63945943905614,2.7209103034420585,-179.1494770093039,19.0,16.279089696557943
59,4,0.0209149818106426,-0.0603306279722328,0.1954478156446261,-116.4688071011388,2.4422158458910377,4.146179234584307,20.0,17.557784154108962
60,4,0.0227766617803293,-0.0604203607617227,0.1961032503439728,-116.54957493524462,3.073407070178196,4.741449891685689,20.0,16.926592929821805
61,4,0.0270096448046489,-0.0614283257119588,0.2004721840456772,-118.18834877184734,3.460873795594768,6.23627455534869,20.0,16.539126204405232
62,4,0.0303561892389656,-0.0594668555920015,0.1956560616494836,-116.28373291458668,4.228382670414047,7.826314130206017,21.0,16.771617329585954
63,4,0.0322852928486298,-0.0595098847723823,0.1964099190973367,-116.57070686771377,4.573006237928909,8.37571566906737,21.0,16.426993762071092
64,4,0.0355485662244569,-0.0595730804548979,0.1980845316805908,-116.80146302060622,5.072499230023756,9.72124332998509,21.0,15.927500769976245
65,4,0.037251195720312,-0.0588082406869639,0.1966838941288246,-116.2552618562955,5.486186992347068,10.443952429965684,22.0,16.51381300765293
66,4,0.0391418228879674,-0.0584908058737577,0.1966299649628689,-116.0787782790436,5.587018710784602,11.346835191276242,22.0,16.4129812892154
67,4,0.0412517615243348,-0.057890241001916,0.1960223494596264,-115.45104686564471,6.03713603690199,12.399496790807852,22.0,15.962863963098009
68,4,0.0419126660378292,-0.0578381926240316,0.1963131527144073,-115.9664089875494,6.013277928959936,12.523151665919784,23.0,16.986722071040063
69,4,0.0435519117447405,-0.0578529091648941,0.1972997642120114,-116.18128135920374,6.165083241837867,12.991246527773798,23.0,16.834916758162134
70,4,0.0457209852657052,-0.0573368747213623,0.1971708547284736,-116.07541273662996,6.471775756352328,13.831824614994638,23.0,16.52822424364767
71,4,0.0481224845636757,-0.0574617920859126,0.1991396064020664,-116.59413420605556,6.881954081906052,14.64817552265063,24.0,17.118045918093948
72,4,0.0528635909234976,-0.0562400273688885,0.1990556133546164,-116.12736408927532,7.693797390766582,16.55837185932564,24.0,16.306202609233416
73,4,0.0557984048158928,-0.0568246053520892,0.2028366677327453,-117.3238015185488,7.8572389454359,17.320521278494155,24.0,16.1427610545641
74,4,0.0606632094035953,-0.0539570715845568,0.1987739469459714,-115.5024769563956,8.76302308389544,19.878188515825457,25.0,16.23697691610456
75,4,0.0631014033584655,-0.053249642366708,0.1991074435457123,-115.50441987498002,8.948403802532944,20.72358865531895,25.0,16.051596197467056
76,4,0.0649388048561892,-0.0526722362990733,0.1990623267101681,-115.40282991869567,8.986057825084622,21.623275588810912,25.0,16.01394217491538
77,4,0.0651365992640834,-0.0524737442796966,0.1988023228770516,-115.07279831897438,8.840854655399166,21.582237733321044,26.0,17.159145344600834
78,4,0.0653379663791173,-0.0525876829708469,0.1991895770814448,-115.51760056007504,8.987408418699422,21.425246153881417,26.0,17.012591581300576
79,4,0.0666180087728943,-0.0521674654547578,0.1992637910694264,-115.1045371433555,9.1303964975549,22.131580961950025,26.0,16.869603502445102
80,4,0.0667385335130053,-0.0518376623617075,0.1985812828710411,-115.15008243176044,9.227767610561049,22.203304199811363,27.0,17.77223238943895
81,4,0.067277012867944,-0.0520862237719278,0.1996303460078668,-115.52467723944288,9.128214788049512,22.25361959064652,27.0,17.87178521195049
82,4,0.068394904235838,-0.0515340630995991,0.1993868148723409,-115.1474072704705,9.09760912228192,22.879357494609177,27.0,17.90239087771808
83,4,0.0696399460199063,-0.0514726408738549,0.200251861095641,-115.36359089603488,9.017260275907743,23.12534938568364,28.0,18.982739724092255
84,4,0.0701172455875121,-0.0509072666551891,0.1993602129293278,-114.92656185349084,9.272113032931012,23.5473582749137,28.0,18.72788696706899
85,8,0.1058521817981309,-0.0624684282419804,0.2187852330809778,-93.26741780525252,21.79032056075093,106.91507766511114,28.0,6.209679439249069
86,4,0.0744938016638656,-0.0496554538448409,0.2004429310676163,-115.08466710245447,9.52747944407055,24.965521473698097,29.0,19.47252055592945
87,4,0.0744737621558662,-0.0495068680854884,0.1999687900781797,-114.72630434519836,9.555681126808686,25.04645509720344,29.0,19.444318873191314
88,4,0.0761508767188475,-0.0489863685360066,0.2003573358448166,-115.00540972019992,9.914592301812682,25.691385163073196,29.0,19.085407698187318
89,4,0.0771171814363455,-0.0483071124733721,0.1998577412720141,-114.416949694737,10.170772960084175,26.250790470914616,30.0,19.829227039915825
90,4,0.0805646311722144,-0.0479587569096461,0.2024810713654235,-115.20089857234244,10.006178539587657,27.33103330649827,30.0,19.99382146041234
91,4,0.0810589287909692,-0.0469624925484238,0.2004790947282397,-114.33148652790932,10.564663938577166,27.604092485495705,30.0,19.435336061422834
92,4,0.0825924007934834,-0.0463691537435475,0.2008473675181273,-114.3537800272014,10.778620886830092,28.36993420481165,31.0,20.22137911316991
93,4,0.0869976893077469,-0.0451909170311476,0.2028857101296283,-114.8673729496774,11.078162781269462,29.902578584746493,32.0,20.921837218730538
94,4,0.0897070043262495,-0.044574169715482,0.2044330978481855,-115.2228448609906,10.967866756925478,30.395603061813933,32.0,21.032133243074522
95,4,0.0895293969340282,-0.0433759069082877,0.2014458620243348,-113.87820030846883,11.047873160142194,31.002275573164617,33.0,21.952126839857804
96,4,0.0903759724806023,-0.0433743510523673,0.2025123279725116,-114.13723934724467,10.718885930985032,31.06901772410108,33.0,22.28111406901497
97,4,0.0922305911597081,-0.042424852537772,0.2024795315979423,-114.04510516559851,10.82427051111968,31.82712384196175,33.0,22.17572948888032
98,4,0.0964008247630017,-0.0407924251497633,0.2039658767986756,-114.21704481436252,10.92075170781806,33.09133167528191,33.0,22.07924829218194
99,4,0.0963999612649284,-0.0402792329699628,0.2028441817728667,-113.60373788231324,11.22274158661146,33.49540229471083,33.0,21.777258413388537
100,4,0.0981833182450578,-0.0396037331634621,0.2035236455253624,-113.6434770123487,11.34140643284072,34.03482510318929,34.0,22.65859356715928
101,4,0.1004128541908611,-0.0379608795218002,0.2027325071631469,-113.04299690968068,11.572412493740115,35.28892779491088,34.0,22.427587506259883
102,4,0.1017136351471989,-0.0378454414427774,0.2041147481989497,-113.65057771865344,11.67241876136609,35.510749271148136,34.0,22.32758123863391
103,4,0.1030019690234473,-0.0369418344613781,0.2037148923831007,-112.97869872037552,12.02731457369668,36.22495120633047,34.0,21.97268542630332
104,4,0.1053066056829816,-0.0357628290548976,0.204213095969587,-112.8936237012607,12.459188883268364,37.39460983406363,34.0,21.540811116731636
105,4,0.1072315631297559,-0.0353407036586149,0.2057088746997706,-113.29979139754867,12.182685824096357,37.50918883372737,35.0,22.817314175903643
106,4,0.1072750168787296,-0.0344317334879114,0.2039556453279028,-112.55451035802436,12.642564317617426,38.14328490011229,35.0,22.357435682382572
107,4,0.1077377734285955,-0.0341189798839796,0.2040224895768997,-112.54438411387088,12.78016285745104,38.38649861011422,35.0,22.21983714254896
108,4,0.1095086584666039,-0.0332991001994745,0.2045225605921316,-112.4979179465945,12.5989208210145,38.61824117019503,35.0,22.401079178985498
109,4,0.1098454983196706,-0.0332751594794544,0.2042225890507746,161.43782525780745,20.92742818780657,42.87697441181751,35.0,14.07257181219343
110,4,0.1108770235973077,-0.0324015336493899,0.2046220564639958,-112.38167189967272,12.491846370020838,39.37493740768655,35.0,22.508153629979162
111,4,0.1115069295859465,-0.0318646611003488,0.204372787925123,-111.93604273142267,12.619335937270405,39.88769055778582,35.0,22.380664062729593
112,4,0.1136397912556728,-0.0309476283098639,0.2055222371655318,-112.60806415537554,12.566250238787962,40.26564904704927,36.0,23.433749761212038
113,4,0.1154609449248086,-0.0302429329289242,0.2066889651621732,-112.47436823062569,12.532113550413284,40.94979637242239,36.0,23.467886449586715
114,4,0.1158056691375149,-0.0293704373527112,0.2055889972187898,-112.20570162741596,12.496908610840984,41.19875883228601,36.0,23.503091389159017
115,4,0.1175119850248777,-0.0283842246293457,0.2060503670262593,-112.1302486959309,12.941473513401062,42.070922436618105,36.0,23.058526486598936
116,4,0.1184826837753146,-0.0275404907653395,0.2058054706331614,-111.98663105849536,12.883762360527792,42.3629653585909,37.0,24.11623763947221
117,4,0.1193478200632552,-0.0271131274963545,0.2062343044808711,-111.86327608404343,13.039518571672092,42.91684151235758,37.0,23.96048142832791
118,4,0.119841854771962,-0.0266507701794778,0.2061050438662693,-111.8707128498511,13.06567229671612,42.82567618570574,37.0,23.93432770328388
119,4,0.1208339763646689,-0.0260447195408991,0.2063405448079062,-111.75572701762434,13.165426741640674,43.3813595003768,38.0,24.834573258359327
120,4,0.1228527015656804,-0.025116318046594,0.2066923847180364,164.11334215744597,22.753922840802204,48.92192365570145,38.0,15.246077159197796
121,4,0.1230591795685065,-0.0244782329051939,0.2066037176227761,-111.56934526952148,13.092112580751586,44.37034925690792,39.0,25.907887419248414
122,4,0.1250783370979797,-0.0234227210354534,0.2074542851273535,-111.34803638152964,13.63780768232176,45.24451978622393,40.0,26.36219231767824
123,4,0.1273162575809542,-0.0222040085401879,0.2083178500961433,-111.28957209851296,13.603014008410629,46.22295059922634,40.0,26.39698599158937
124,4,0.1278292180609329,-0.0211684640320454,0.2074418250431423,-111.4459551264243,13.89585570812155,46.30938423940235,41.0,27.10414429187845
125,4,0.1284700789033522,-0.0206750588400926,0.2074852026753745,-110.86748680033146,14.157474224225943,46.51503217412841,41.0,26.842525775774057
126,4,0.129709121684608,-0.0199210883070502,0.207906432102294,-110.98306204573092,14.36875272225793,47.157308574281714,42.0,27.63124727774207
127,10,0.158323371448404,-0.0642721647762646,0.2259692760306878,55.77754805596452,67.94969275142589,164.07260107176165,42.0,25.949692751425886
128,9,0.1245715307429383,-0.0444875533496571,0.2070704228236529,151.16684439224198,70.14162894914985,-17.35584411496779,43.0,27.141628949149847
129,9,0.1269981308362066,-0.0433135871350027,0.2080075537556366,151.61890164619703,70.41150347398354,-16.336491108471975,44.0,26.411503473983544
130,9,0.1289185257408269,-0.0413790404348457,0.207185472223338,151.31898159916256,70.8421504690857,-15.995176733675644,45.0,25.842150469085695
131,9,0.1336076943216992,-0.0391949777390898,0.2090960914586639,152.8324488851404,71.49563357410015,-13.713810457663584,46.0,25.495633574100154
132,9,0.1345430392211594,-0.0385764777430533,0.2092805971801489,152.8007582468069,71.48366102221524,-13.566200868593224,46.0,25.483661022215244
133,10,0.1752942353772902,-0.0527865920166654,0.228623026618554,56.47912135103606,65.62053786775634,170.3565335874597,47.0,18.62053786775634
134,9,0.1374457746720367,-0.0351513073939744,0.2077215429746851,151.0199189378293,72.71763586942053,-13.609583503311322,47.0,25.717635869420533
135,9,0.1382606629430068,-0.0352453502133523,0.2088927015547734,149.73630048652464,72.37880893729597,-14.588301058103834,48.0,24.37880893729597
136,10,0.186603241629429,-0.0504131024911406,0.2380294391564735,53.61676397948249,67.14127060259281,167.71384785728966,48.0,19.14127060259281
137,10,0.1847327203385882,-0.0471079841565622,0.2330839322932668,55.190758363982376,65.16810598860343,170.7444816717202,49.0,16.16810598860343
138,9,0.1466875104916857,-0.0292793558968857,0.2113250365048731,150.79908120918125,72.75021999298524,-11.79143609401874,49.0,23.750219992985237
139,9,0.1464757194590416,-0.0285042608957848,0.2101994356398604,150.36423776464275,72.74108917098167,-11.74288160118831,50.0,22.741089170981667
140,10,0.1868217371786217,-0.0428172123735754,0.2311501591158945,55.696050277235365,62.88881132596383,173.2656981740431,50.0,12.888811325963829
141,9,0.1493493604185637,-0.026446818432789,0.2112845873148849,150.653945778374,73.01841809381803,-10.877266043167676,50.0,23.018418093818028
142,9,0.1509448051632884,-0.025798562636448,0.2124597069851548,150.09699916558955,72.67783930512859,-11.03898117868018,51.0,21.677839305128586
143,9,0.1520755942697374,-0.0244780750132738,0.212221278076774,149.6085985704304,73.4112638058969,-10.931301002543588,51.0,22.411263805896894
144,9,0.1533197991162166,-0.0235357561984061,0.2126746587555308,147.13307858962048,73.04343477519662,-12.322717360030513,51.0,22.043434775196616
145,9,0.1527320566167986,-0.0240284820294375,0.2126598359621825,148.232334671443,73.32538015490226,-11.881273545145962,52.0,21.325380154902263
146,9,0.1518709250983166,-0.0244622930399556,0.2122965097270316,148.43759295543094,73.41065205941142,-11.79272558760666,52.0,21.41065205941142
147,9,0.151582782955465,-0.0248056844217343,0.2123179959947046,148.39354271412302,73.14879436433718,-11.950229380036058,52.0,21.148794364337178
148,9,0.1517298140565955,-0.0249294749505236,0.2125953434313339,148.3744162039991,73.11880471880923,-12.054155652701882,53.0,20.11880471880923
149,9,0.1516245325714675,-0.0247823060173545,0.2122015856342734,148.03498080801785,73.46239693045013,-12.5905596932647,53.0,20.462396930450126
150,9,0.1513721173205832,-0.024739973858346,0.2119046754638972,148.29004033768203,73.48341245861137,-12.16539530466214,53.0,20.48341245861137
151,9,0.1513695763208419,-0.024894810231089,0.2121957414284383,148.1132655754637,73.1624657042955,-12.235910308526774,54.0,19.1624657042955
152,9,0.1505885253205468,-0.0249579543948519,0.211463831576676,147.65327345551543,73.53775449779218,-12.767864748470815,54.0,19.53775449779218
153,9,0.1506253939572046,-0.0250860476022503,0.2117297743101968,147.38606685300587,73.48754741558126,-13.23604288497458,54.0,19.48754741558126
154,9,0.1511603577988788,-0.0250199075229975,0.212282322694323,147.46777103574044,73.09780915777051,-12.810592743555231,55.0,18.097809157770513
155,9,0.1512837913575879,-0.0243781819431493,0.211615972757725,147.72942516763243,73.4885255372946,-12.414820716358012,55.0,18.488525537294606
156,4,0.1543098541588489,0.0032878668139563,0.2117091503103833,-108.47600314481468,17.689690385936505,60.16977853026571,55.0,37.3103096140635
157,9,0.1527038414726979,-0.0239224243666007,0.2126700058510736,147.63937098874132,73.5779627551012,-12.346568122876487,56.0,17.577962755101197
158,9,0.1527148096083756,-0.0237668410712115,0.2124587965144252,146.9158347070868,73.38138689714583,-12.78115086307849,56.0,17.38138689714583
159,4,0.157496043862475,0.0056261151754317,0.2135915410252652,-108.5998600930277,17.509152316641675,61.43365300530314,57.0,39.490847683358325
160,9,0.156083741381267,-0.0205647373319359,0.2130156640876279,147.82836848290697,73.9202506061713,-11.173868902875528,57.0,16.920250606171294
161,9,0.1585709767810372,-0.0184435358510668,0.2136745608324404,148.4225937601057,74.15404020223764,-9.938855493772827,58.0,16.15404020223764
162,4,0.1622890208101786,0.0117846253269893,0.2135731638079501,172.00573924264904,21.728589401321564,67.23400690792708,58.0,36.271410598678436
163,9,0.1637846981713063,-0.0148555237163905,0.2161354748331287,148.66763181547267,74.04455631042347,-8.527746924751202,58.0,16.044556310423474
164,9,0.1642410324675574,-0.0133534518571464,0.2152362609384097,149.661368230851,74.62529946917115,-7.463757404485807,59.0,15.625299469171154
165,4,0.1666136346002955,0.0155738214468266,0.2164781674414966,-108.16041652655888,17.895056492234115,66.31062255685111,59.0,41.10494350776588
166,4,0.1680791038857344,0.0182180461585871,0.2160766718385317,-107.35601486222336,18.585429455459497,67.57771301554193,60.0,41.4145705445405
167,9,0.1694450107307791,-0.0088070020433311,0.216862551503975,148.0915265319148,74.61698867765507,-7.467533572015875,60.0,14.616988677655073
168,4,0.1676279795807368,0.0200802391078267,0.2137086231107814,-106.04970561453732,19.25340315381185,69.01677566651105,60.0,40.746596846188154
169,4,0.1685987506725159,0.0209232376539799,0.2138045504128855,172.90199855673924,21.15297745220259,70.65922063352926,61.0,39.84702254779741
170,9,0.1734668940622589,-0.0043317419030505,0.2173551045616066,148.1221324732686,75.53621790203613,-5.989866029886408,62.0,13.536217902036128
171,9,0.1742178424365012,-0.0039083807206161,0.2180139661321678,148.2263768006981,76.0272118092666,-6.038245694935564,62.0,14.027211809266603
172,9,0.1762710720180298,-0.0012224576320628,0.2179295837647466,146.62501172280437,75.98624722269706,-6.326814816564522,63.0,12.98624722269706
173,9,0.1794534844987065,0.00022586938826,0.2206894866642881,147.83651340271916,76.51004980242138,-5.42391483880454,64.0,12.510049802421378
174,9,0.1787295128871347,0.0008878656302259,0.2190894277445032,146.69294444876135,76.13977614447913,-5.575240462485052,64.0,12.139776144479129
175,9,0.1846255477659084,0.0048611740687626,0.2228766485182284,146.86525902898774,76.68258227125311,-4.867313967161144,65.0,11.68258227125311
176,9,0.1838825770542064,0.0069738021326277,0.2201726512026766,147.5950613943448,76.93436434030058,-3.417059960011827,66.0,10.934364340300576
177,9,0.1866055713879873,0.0095444426176868,0.2214432209294322,148.2868601811244,76.92800844458078,-2.3179526180279373,66.0,10.928008444580783
178,9,0.1873413925994579,0.0106708930067178,0.2213444836174597,148.34143890517947,77.12793256411837,-1.9501522596730068,66.0,11.127932564118368
179,9,0.1894655116096358,0.0132340585466749,0.2219517281224388,149.13482040292445,77.61240332036722,-0.7959281700634024,67.0,10.612403320367221
180,9,0.1901920443777791,0.0147939513259449,0.2216086689807674,149.81115492580506,77.68620032899193,0.1683082216301481,67.0,10.68620032899193
181,9,0.1917792276656283,0.0164475399819214,0.2221626365850947,150.15176751154382,77.8226631748975,0.6534855860906537,67.0,10.8226631748975
182,9,0.1929320042161668,0.018411654148529,0.2222198386372977,151.13417925666857,78.40920793356241,2.1214168628116385,68.0,10.409207933562413
183,9,0.1933461053657582,0.0196217248600677,0.221862180255768,151.2501283779189,78.791489360018,2.6705014537195826,68.0,10.791489360018005
184,9,0.1947339373844047,0.0207388196094454,0.2226933807829775,152.1107589753259,78.21462270908478,3.606382920943061,68.0,10.214622709084779
185,9,0.1976754335876081,0.0242123637513852,0.2238527229479534,152.89309023689273,79.06958683553599,4.898072907492232,69.0,10.069586835535986
186,9,0.1971828082695368,0.0242835412186461,0.2231256509522204,152.61646965587016,78.88623031988995,4.576770859846975,69.0,9.886230319889947
187,9,0.1975241006392762,0.0246730775457403,0.2233133779011851,152.5271922499955,78.84778008628808,4.762884929093023,70.0,8.847780086288083
188,9,0.1989693047533862,0.0261770440505035,0.2241074761877356,152.66447878473187,78.66558190533279,5.266129952655062,70.0,8.665581905332786
189,9,0.1989415659591863,0.0279901180922248,0.2229019296249028,153.0174668339565,79.52402816940366,5.832013173371148,71.0,8.524028169403664
190,4,0.186756281292139,0.0546120963772295,0.2150653092283116,175.8716121583464,18.009011085809483,82.39295986749659,72.0,53.99098891419052
191,9,0.2024115249213733,0.0323321648062663,0.2244320053983074,155.7849826259883,80.07545864102259,9.224580953331133,73.0,7.075458641022593
192,9,0.2033718203129734,0.0327715986920725,0.2253556710621341,154.71979785749448,79.23820320152869,8.457800580287934,73.0,6.238203201528691
193,9,0.2042703855674201,0.0337644941598569,0.2259527810370178,154.16123298401757,79.06276282208897,8.248035416452165,74.0,5.06276282208897
194,9,0.2069997909821679,0.0356550553204924,0.2282411504228919,153.83116914973593,79.41752105607502,7.995490956666362,74.0,5.417521056075017
195,9,0.2058487282051001,0.0371022387770452,0.2261392981959874,155.20823899910334,79.94041099108983,9.805975905252549,75.0,4.940410991089834
196,9,0.2085752357350323,0.0398015613489507,0.2277330381234429,155.91727232874652,80.78115190877884,10.545693784489313,76.0,4.781151908778838
197,9,0.2085979149045662,0.0418537990710168,0.2265434596749265,155.8909669252997,80.95888478944352,11.240597942151902,77.0,3.958884789443516
198,9,0.2114983393426111,0.0439581342944585,0.2289596279404801,156.17329614402854,80.46193161919021,11.759191940584737,78.0,2.46193161919021
199,4,0.1925049184186519,0.0697449697095418,0.2158734307031616,177.19647412947162,16.144867149461327,86.78694627862626,79.0,62.85513285053867
200,9,0.2127937031337609,0.047061915346846,0.2290273776118905,157.52439463313482,80.90235415743555,13.552659109999675,80.0,0.9023541574355534
201,4,0.1930024103277374,0.0731558657749479,0.2153031419591018,176.8151294719713,15.958604811262475,87.83261738585293,81.0,65.04139518873752
202,9,0.2162455539255738,0.053888273703114,0.230061703172403,158.01305451308858,81.61137752938313,15.692611688837411,82.0,0.38862247061686617
