frame,marker_id,tx,ty,tz,pitch,yaw,roll
1,2,-0.0929727108377727,-0.055685004818523086,0.19065810078593193,-173.2137738328882,2.189939715704519,146.54421971479815
1,4,-0.08266849299030557,-0.03605163493824023,0.19931657647813333,-114.45729445500064,-14.298869603848,-37.96741041031382
1,9,-0.11385581204474586,-0.03916327171829356,0.2102186436746784,160.76370105383276,45.06832121628167,-76.14219853733313
1,8,-0.077721280659281,-0.06334367807506111,0.21284213468211036,136.70801504196268,-63.491185983575214,32.80606951226608
2,2,-0.09247997322688412,-0.05545716409828913,0.19026067873399882,-173.03878115830122,2.3133914000079074,146.54443450059674
2,4,-0.08225455417369548,-0.03587387249861809,0.19906988462550995,-114.36572167058122,-14.170497984310105,-37.98045744896375
2,9,-0.11355882767469197,-0.03904374197977717,0.21022569952209724,161.03354931474803,45.31137100552056,-75.70337599284663
2,8,-0.07728987386790379,-0.06316873988826743,0.21259467229234283,136.939110138878,-63.478479788748835,32.5548230326266
3,2,-0.09273740452274642,-0.05563091851746189,0.1905884433485727,-173.269295131847,2.2506574618885478,146.51351590090474
3,4,-0.08238369650412997,-0.035957151100005844,0.1991799138439608,-114.57208557299613,-14.177161438781793,-37.92923869630322
3,9,-0.1139527957975127,-0.03923836581830869,0.21081105909163378,161.28856730436402,45.510187483519,-75.45151736346736
3,8,-0.07764151599768213,-0.06340141836279065,0.2132954630895353,137.35415177347252,-63.56875226342389,32.2899969703795
4,2,-0.09280376955667116,-0.0557937841512357,0.19086741884663883,-173.1915546053549,2.341440031294645,146.58586047136558
4,4,-0.08222683000720156,-0.0359786029356823,0.19891965795144498,-114.30895074206833,-14.24847496733879,-38.10818828203214
4,9,-0.11326191038717988,-0.03907154707114361,0.20972371361821635,160.80836964951766,45.14202380568518,-75.9913251327989
4,8,-0.07732936014823809,-0.06329793571580593,0.21248253085812782,137.00387516739116,-63.561528938973915,32.66066280097908
5,2,-0.09287769624218777,-0.055724020649270685,0.19079894133509956,-173.31771627148248,2.183176454837942,146.53424156969584
5,4,-0.08244521772454089,-0.03602249245205307,0.1991959002422431,-114.34840289764675,-14.327335567638743,-38.02516600309267
